Session #,Trial,DateTime,Video #,TrialType,Player1,Player2,Choice1,Choice2,Choice,Condition,OtherReward,DictReward,OneChoice,OtherTrial,FixationPointFrame,FixationPointTime,FP:TO,TargetsOnFrame,TargetsOnTime,TO:GO,GO:Choice,ChoiceTimeFrame,ChoiceTime,Choice:RRS,Choice:DRS,RecipientRewardStartFrame,RecipientRewardStartTime,RRS:RRE,RecipientRewardEndFrame,RecipientRewardEndTime,RRE:DRS,DictatorRewardStartFrame,DictatorRewardStartTime,DRS:DRE,DictatorRewardEndFrame,DictatorRewardEndTime,RewardEndPrev,ITI,EndTrialFrame,EndTrialTime,Choice:ET,AvertedBeforeChoiceLong,AvertedBeforeChoiceShort,AvertedAfterChoiceFull,AvertedAfterChoiceBR,AvertedAfterChoiceAR,RewardAnticipationOther,RewardAnticipationSelf,RewardAnticipationBeforeLong,RewardAnticipationBeforeShort,RewardAnticipationAfterFull,RewardAnticipationAfterBR,RewardAnticipationDuringReward,RewardAnticipationAfterAR,StereoAvertBeforeLong,StereoAvertBeforeShort,StereoAvertAfterFull,StereoAvertAfterBR,StereoAvertAfterAR
3,29,231003_1427,1,Dual,Donna,Empty,2,0,High,3,2.0,2.0,,False,9203.0,306.7690199,0.5345424,9219.0,307.3035623,0.6339729,1.4225698,9281.0,309.360105,1.2474263,3.2832785,9318.0,310.6075313,1.4270017,9361.0,312.034533,0.6088505,9379.0,312.6433835,1.4205158,9422.0,314.0638993,9130.0,2.4301587,9455.0,315.1814974,5.8213924,0.724137931,1.0,0.618181818,1.0,0.356164384,1.0,1.0,0.337748344,0.467741935,0.816091954,1.0,1.0,0.766423358,0.1,0.0,0.0,,0.0
3,30,231003_1427,1,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,9495.0,316.4931303,0.5351132,9511.0,317.0282435,0.5336219,1.1722492,9562.0,318.7341146,1.2476187,3.3004446,9599.0,319.9817333,1.436683,9643.0,321.4184163,0.6161429,9661.0,322.0345592,1.4246432,9704.0,323.4592024,9422.0,2.429231,9737.0,324.5723335,5.8382189,0.803921569,,0.630630631,0.714285714,0.472972973,0.0,1.0,0.007142857,0.0,0.411428571,0.0,0.659090909,0.52173913,0.142857143,,0.142857143,0.0,0.0
3,31,231003_1427,1,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,9775.0,325.817325,0.5346941,9791.0,326.3520191,0.5338564,0.5546276,9823.0,327.4405031,1.2480735,3.2845199,9861.0,328.6885766,1.4264169,9903.0,330.1149935,0.6100295,9922.0,330.725023,1.419765,9964.0,332.144788,9704.0,2.3581226,9998.0,333.2624503,5.8219472,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3,32,231003_1427,1,Dual,Donna,Empty,0,4,High,6,4.0,4.0,,False,10037.0,334.5575541,0.6349297,10056.0,335.1924838,0.5337302,0.2873349,10080.0,336.0135489,1.2487518,3.3013068,10118.0,337.2623007,1.4371005,10161.0,338.6994012,0.6154545,10179.0,339.3148557,1.4240687,10222.0,340.7389244,9964.0,2.4127661,10256.0,341.8527694,5.8392205,,,0.5,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0
3,33,231003_1427,1,Dual,Donna,Empty,2,0,High,3,2.0,2.0,,False,10295.0,343.1647063,0.5343911,10311.0,343.6990974,0.7340935,0.3554355,10344.0,344.7886264,1.2468709,3.2829171,10381.0,346.0354973,1.4268515,10424.0,347.4623488,0.6091947,10442.0,348.0715435,1.4203027,10485.0,349.4918462,10222.0,2.4257819,10518.0,350.6098298,5.8212034,0.764705882,0.857142857,0.481818182,0.0,0.630136986,1.0,1.0,0.090163934,0.333333333,0.637931034,1.0,1.0,0.540145985,0.0,0.0,0.0,,0.0
3,34,231003_1427,1,Dual,Donna,Empty,2,4,High,2,4.0,4.0,,False,10557.0,351.9047109,0.5346547,10573.0,352.4393656,0.767518,0.9878928,10626.0,354.1947764,1.2482242,3.3012083,10663.0,355.4430006,1.4375053,10706.0,356.8805059,0.6154788,10725.0,357.4959847,1.4243077,10768.0,358.9202924,10485.0,2.4128647,10801.0,360.0338825,5.8391061,0.558441558,0.0,0.306306306,1.0,0.054054054,0.0,0.052631579,0.028368794,0.0,0.291428571,0.0,0.0,0.369565217,0.6,0.0,0.4375,0.0,0.0
3,35,231003_1427,1,Dual,Donna,Empty,4,0,High,5,4.0,4.0,,False,10840.0,361.3455253,0.5346743,10856.0,361.8801996,0.533869,1.0556774,10904.0,363.469746,1.2477856,3.300395,10942.0,364.7175316,1.4363362,10985.0,366.1538678,0.6162732,11003.0,366.770141,1.4240411,11046.0,368.1941821,10768.0,2.4252329,11079.0,369.3076623,5.8379163,0.680555556,1.0,0.540540541,1.0,0.643835616,0.0,1.0,0.051470588,0.0,0.377142857,0.0,0.744186047,0.481751825,0.513513514,0.0,0.333333333,0.0,0.0
3,36,231003_1427,1,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,11117.0,370.5695114,0.6348991,11136.0,371.2044105,0.5338265,0.2710077,11160.0,372.0092447,1.2478484,3.3009144,11198.0,373.2570931,1.4367203,11241.0,374.6938134,0.6163457,11259.0,375.3101591,1.4236551,11302.0,376.7338142,11046.0,2.3753293,11335.0,377.8478115,5.8385668,0.36,0.0,0.617021277,0.285714286,0.047619048,1.0,0.0,0.649122807,1.0,0.405714286,1.0,0.76744186,0.240875912,0.0,,0.0,,0.0
3,37,231003_1427,1,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,11374.0,379.1430081,0.5348089,11390.0,379.677817,0.6338698,18.3331751,11959.0,398.6448619,1.2502581,3.2858932,11997.0,399.89512,1.4264818,12040.0,401.3216018,0.6091533,12058.0,401.9307551,1.4205664,12101.0,403.3513215,11302.0,2.4091939,12134.0,404.4688957,5.8240338,0.808988764,0.714893617,0.369369369,0.0,0.561643836,0.236842105,0.0,0.158295282,0.182776801,0.217142857,0.236842105,0.674418605,0.211678832,0.353535354,0.417721519,0.6,0.0,0.307692308
3,38,231003_1427,1,Dual,Donna,Empty,2,0,High,3,2.0,2.0,,False,12173.0,405.7805783,0.5348501,12189.0,406.3154284,0.5339353,2.5401573,12282.0,409.389521,1.2473971,3.2835078,12319.0,410.6369181,1.426722,12362.0,412.0636401,0.6093887,12380.0,412.6730288,1.4201906,12423.0,414.0932194,12101.0,2.4292568,12456.0,415.2112591,5.8217381,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3,39,231003_1427,2,Dual,Donna,Empty,2,4,High,2,4.0,4.0,,False,,416.6063276,0.5343729,,417.1407005,0.533874,6.6864581,198.0,424.3610326,1.254984,3.3071413,235.0,425.6160166,1.4360483,278.0,427.0520649,0.616109,297.0,427.6681739,1.4243427,340.0,429.0925166,12423.0,2.5131082,373.0,430.2058437,5.8448111,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,
3,40,231003_1427,2,Dual,Donna,Empty,4,0,Low,5,,0.0,,False,434.0,432.2434207,0.5263871,450.0,432.7698078,0.6339249,1.4387164,512.0,434.8424491,,1.0479375,,,,,,,544.0,435.8903866,2.121379,607.0,438.0117656,340.0,3.1509041,641.0,439.1317781,4.289329,,,,,,,,0.0,0.0,0.0,,,,,,,,
3,41,231003_1427,2,Dual,Donna,Empty,0,4,High,6,4.0,4.0,,False,684.0,440.5588831,0.5341776,700.0,441.0930607,0.6339401,0.805679,743.0,442.5326798,1.2470746,3.2997856,780.0,443.7797544,1.4365452,823.0,445.2162996,0.6161658,842.0,445.8324654,1.4239559,885.0,447.2564213,607.0,2.5471175,918.0,448.3705154,5.8378356,,,0.575221239,,0.575221239,0.0,0.0,0.0,0.0,0.234285714,0.0,0.0,0.297101449,,,,,
3,42,231003_1427,2,Dual,Donna,Empty,0,2,,4,,,,False,957.0,449.6823159,0.5345812,973.0,450.2168971,0.634033,,,,,,,,,,,,,,,,,885.0,2.4258946,1622.0,471.8525447,,,,,,,,,,,,,,,,,,,
3,43,231003_1427,2,Dual,Donna,Empty,2,0,,3,,,,False,1660.0,473.1010023,0.5345133,1676.0,473.6355156,0.6340037,,,,,,,,,,,,,,,,,1622.0,1.2484576,2325.0,495.2707731,,,,,,,,,,,,,,,,,,,
3,44,231003_1427,2,Dual,Donna,Empty,2,4,High,2,4.0,4.0,,False,2362.0,496.5026979,0.5347381,2378.0,497.037436,0.5338795,9.4769703,2678.0,507.0482858,1.2495754,3.3020286,2716.0,508.2978612,1.4364403,2759.0,509.7343015,0.6160129,2777.0,510.3503144,1.4243278,2820.0,511.7746422,2325.0,1.2319248,2854.0,512.8886019,5.8403161,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,45,231003_1427,2,Dual,Donna,Empty,0,4,,6,,,,False,2892.0,514.1667083,0.5347507,2908.0,514.701459,0.6339349,,,,,,,,,,,,,,,,,2820.0,2.3920661,3557.0,536.3368796,,,,,,,,,,,,,,,,,,,
3,46,231003_1427,2,Dual,Donna,Empty,4,2,,1,,,,False,3594.0,537.5686689,0.534694,3610.0,538.1033629,0.5338795,,,,,,,,,,,,,,,,,3557.0,1.2317893,4256.0,559.6388873,,,,,,,,,,,,,,,,,,,
3,47,231003_1427,2,Dual,Donna,Empty,4,0,,5,,,,False,4293.0,560.8705789,0.5346367,4309.0,561.4052156,0.6339362,,,,,,,,,,,,,,,,,4256.0,1.2316916,4958.0,583.0404335,,,,,,,,,,,,,,,,,,,
3,48,231003_1427,2,Dual,Donna,Empty,2,4,High,2,4.0,4.0,,False,12434.0,832.2522752,0.5348088,12451.0,832.787084,0.7341102,2.9074515,12560.0,836.4286457,1.2469477,3.2996663,12597.0,837.6755934,1.4364508,12640.0,839.1120442,0.6162678,12659.0,839.728312,1.4241591,12701.0,841.1524711,4958.0,249.2118417,12738.0,842.3586631,5.9300174,0.773315312,0.770642202,0.493975904,0.135135135,0.782608696,0.0,0.0,0.094580374,0.798165138,0.0,0.0,0.0,0.0,0.469387755,,,,
3,49,231003_1427,2,Dual,Donna,Empty,4,0,High,5,4.0,4.0,,False,12777.0,843.6787459,0.5342381,12793.0,844.212984,0.5338414,1.6723468,12859.0,846.4191722,1.2476716,3.3005552,12897.0,847.6668438,1.4360692,12940.0,849.102913,0.6168144,12958.0,849.7197274,1.424432,13001.0,851.1441594,12701.0,2.5262748,13035.0,852.257443,5.8382708,0.444444444,0.444444444,0.908045977,0.583333333,0.992753623,0.078947368,0.0,0.006329114,0.015151515,0.045454545,0.078947368,0.0,0.036231884,,,,,
3,50,231003_1427,2,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,13073.0,853.5526762,0.5346751,13090.0,854.0873513,0.734064,9.092906,13384.0,863.9143213,1.2497835,3.3027153,13422.0,865.1641048,1.4375606,13465.0,866.6016654,0.6153712,13483.0,867.2170366,1.4235202,13526.0,868.6405568,13001.0,2.4085168,13560.0,869.7544137,5.8400924,0.72845953,0.649659864,0.670454545,0.789473684,0.637681159,0.5,0.0,0.503916449,0.452380952,0.107954545,0.5,0.0,0.0,,,,,
3,51,231003_1427,2,Dual,Donna,Empty,0,4,High,6,4.0,4.0,,False,13599.0,871.0831763,0.5348678,13615.0,871.6180441,0.6340277,2.7533247,13717.0,875.0053965,1.2511325,3.3038844,13755.0,876.256529,1.4363287,13798.0,877.6928577,0.6164232,13816.0,878.3092809,1.423847,13859.0,879.7331279,13526.0,2.4426195,13892.0,880.8468606,5.8414641,0.837696335,0.725490196,0.875,0.875,,0.0,0.0,0.544502618,0.637254902,0.0,0.0,0.0,0.0,,,,,
3,52,231003_1427,2,Dual,Donna,Empty,2,0,High,3,2.0,2.0,,False,13932.0,882.1751532,0.5349375,13948.0,882.7100907,0.6339156,1.8382142,14022.0,885.1822205,1.2488732,3.2845049,14060.0,886.4310937,1.4273694,14103.0,887.8584631,0.6082623,14121.0,888.4667254,1.4203392,14164.0,889.8870646,13859.0,2.4420253,14197.0,891.0047841,5.8225636,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,53,231003_1427,2,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,14236.0,892.3169482,0.5345155,14252.0,892.8514637,0.5506001,9.9274846,14567.0,903.3295484,1.249442,3.2853876,14604.0,904.5789904,1.4265224,14647.0,906.0055128,0.6094232,14665.0,906.614936,1.4204904,14708.0,908.0354264,14164.0,2.4298836,14741.0,909.1528874,5.823339,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,54,231003_1427,2,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,14781.0,910.4652716,0.5339295,14797.0,910.9992011,0.5338783,1.7897585,14867.0,913.3228379,1.2471369,3.282831,14904.0,914.5699748,1.426946,14947.0,915.9969208,0.6087481,14965.0,916.6056689,1.42039,15008.0,918.0260589,14708.0,2.4298452,15041.0,919.1438436,5.8210057,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,55,231003_1427,2,Dual,Donna,Empty,2,0,High,3,2.0,2.0,,False,15084.0,920.5725915,0.534588,15100.0,921.1071795,0.5340309,2.0903561,15179.0,923.7315665,1.2469837,3.2825563,15216.0,924.9785502,1.4263527,15259.0,926.4049029,0.6092199,15277.0,927.0141228,1.4204957,15320.0,928.4346185,15008.0,2.5465326,15353.0,929.5524434,5.8208769,,,0.451612903,,0.451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,56,231003_1427,2,Dual,Donna,Empty,0,4,,6,,,,False,15393.0,930.8805478,0.5348536,15409.0,931.4154014,0.7340762,,,,,,,,,,,,,,,,,15320.0,2.4459293,16063.0,953.2173815,,,,,,,,,,,,,,,,,,,
3,57,231003_1427,2,Dual,Donna,Empty,2,4,,2,,,,False,16100.0,954.4493476,0.5346785,16116.0,954.9840261,0.6340918,,,,,,,,,,,,,,,,,16063.0,1.2319661,16765.0,976.6194811,,,,,,,,,,,,,,,,,,,
3,58,231003_1427,2,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,16803.0,977.8846655,0.5347636,16819.0,978.4194291,0.6338848,5.8235883,17013.0,984.8769022,1.2497958,3.3029034,17051.0,986.126698,1.4365194,17094.0,987.5632174,0.6165882,17112.0,988.1798056,1.4246721,17155.0,989.6044777,16765.0,1.2651844,17188.0,990.7173807,5.8404785,0.580645161,0.587628866,0.531428571,0.5,0.540145985,0.105263158,1.0,0.693548387,0.886597938,0.708571429,0.105263158,0.604651163,0.875912409,,,,,
3,59,231003_1427,2,Dual,Donna,Empty,4,0,High,5,4.0,4.0,,False,17228.0,992.045763,0.5348723,17244.0,992.5806353,0.7339659,5.1920073,17422.0,998.5066085,1.2476549,3.3003676,17460.0,999.7542634,1.4360995,17503.0,1001.190363,0.6166132,17521.0,1001.806976,1.4247886,17564.0,1003.231765,17155.0,2.4412853,17600.0,1004.442117,5.9355084,0.411985019,0.539325843,0.308510638,0.289473684,0.321428571,1.0,0.0,0.445692884,0.168539326,0.443820225,1.0,0.953488372,0.292857143,,,,,
3,60,231003_1427,2,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,17657.0,1006.331282,0.5273121,17673.0,1006.858594,0.7340243,0.2879597,17703.0,1007.880578,1.2479767,3.3004326,17741.0,1009.128554,1.4363164,17784.0,1010.564871,0.6161395,17802.0,1011.18101,1.4243656,17845.0,1012.605376,17564.0,3.0995168,17878.0,1013.718866,5.8382885,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,61,231003_1427,2,Dual,Donna,Empty,4,0,,5,,,,False,17917.0,1014.997231,0.5348963,17933.0,1015.532128,,,,,,,,,,,,,,,,,,17845.0,2.3918556,0.0,,,,,,,,,,,,,,,,,,,,
3,62,231003_1427,2,Dual,Donna,Empty,2,4,High,2,4.0,4.0,,False,18172.0,1023.487302,0.534876,18188.0,1024.022178,0.534046,17.53209,18730.0,1042.088314,1.2508135,3.4700841,18767.0,1043.339127,1.6034285,18815.0,1044.942556,0.6158421,18834.0,1045.558398,1.4243718,18876.0,1046.982769,0.0,,18910.0,1048.095836,6.0075222,,0.414364641,0.857142857,1.0,0.81884058,0.675675676,1.0,,0.0,0.688888889,0.675675676,1.0,0.692307692,,,,,
3,63,231003_1427,2,Dual,Donna,Empty,0,4,High,6,4.0,4.0,,False,18950.0,1049.449993,0.5260985,18966.0,1049.976091,0.5339221,1.2394056,19019.0,1051.749419,1.2469953,3.2998484,19057.0,1052.996414,1.4378024,19100.0,1054.434216,0.6150507,19118.0,1055.049267,1.4241592,19161.0,1056.473426,18876.0,2.4672231,19195.0,1057.586834,5.8374153,0.482758621,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,64,231003_1427,2,Dual,Donna,Empty,2,0,,3,,,,False,19234.0,1058.915426,0.5348893,19250.0,1059.450315,0.5338948,,,,,,,,,,,,,,,,,19161.0,2.4419992,19896.0,1080.985709,,,,,,,,,,,,,,,,,,,
3,65,231003_1427,2,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,19933.0,1082.217161,0.5349829,19949.0,1082.752144,0.5339001,10.9944168,20295.0,1094.280461,1.2497578,3.2857028,20333.0,1095.530218,1.4267735,20376.0,1096.956992,0.6091715,20394.0,1097.566163,1.4200648,20436.0,1098.986228,19896.0,1.2314521,20470.0,1100.103905,5.8234439,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,66,231003_1427,2,Dual,Donna,Empty,0,2,,4,,,,False,20509.0,1101.415955,0.5347198,20525.0,1101.950675,0.6340082,,,,,,,,,,,,,,,,,20436.0,2.4297266,21174.0,1123.586135,,,,,,,,,,,,,,,,,,,
3,67,231003_1427,2,Dual,Donna,Empty,4,0,,5,,,,False,21215.0,1124.934443,0.5348987,21231.0,1125.469342,0.7341038,,,,,,,,,,,,,,,,,21174.0,1.3483073,21883.0,1147.204936,,,,,,,,,,,,,,,,,,,
3,68,231003_1427,2,Dual,Donna,Empty,4,2,,1,,,,False,21922.0,1148.498259,0.5231028,21938.0,1149.021362,0.5338493,,,,,,,,,,,,,,,,,21883.0,1.2933232,22584.0,1170.556481,,,,,,,,,,,,,,,,,,,
3,0,231003_1504,1,Dual,Donna,Empty,2,4,,2,,,,False,33.0,1.1054279,0.5412205,49.0,1.6466484,0.7527766,,,,,,,,,,,,,,,,,0.0,,702.0,23.3983309,,,,,,,,,,,,,,,,,,,
3,1,231003_1504,1,Dual,Donna,Empty,0,2,,4,,,,False,990.0,33.0074827,0.5304296,1006.0,33.5379123,0.6339731,,,,,,,,,,,,,,,,,702.0,9.6091518,1655.0,55.174037,,,,,,,,,,,,,,,,,,,
3,2,231003_1504,1,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,1693.0,56.4415157,0.5315808,1709.0,56.9730965,0.534106,8.4534926,1979.0,65.9606951,1.2723123,3.3582846,2017.0,67.2330074,1.4623423,2061.0,68.6953497,0.62363,2080.0,69.3189797,1.4311877,2123.0,70.7501674,1655.0,1.2674787,2156.0,71.8739398,5.9132447,0.990990991,1.0,0.967741935,,0.916666667,0.105263158,0.0,0.151234568,0.181481481,0.02259887,0.105263158,0.0,0.0,1.0,1.0,1.0,,1.0
3,3,231003_1504,1,Dual,Donna,Empty,0,4,High,6,4.0,4.0,,False,2196.0,73.2043807,0.5319789,2212.0,73.7363596,0.6342549,4.6258694,2370.0,78.9964839,1.2467951,3.2992471,2407.0,80.243279,1.4393316,2450.0,81.6826106,0.6131204,2469.0,82.295731,1.4267071,2512.0,83.7224381,2123.0,2.4542133,2545.0,84.8340286,5.8375447,0.945945946,1.0,0.307692308,,0.347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629213483,1.0,,,
3,4,231003_1504,1,Dual,Donna,Empty,2,0,,3,,,,False,2585.0,86.1662867,0.5304707,2601.0,86.6967574,0.5341448,,,,,,,,,,,,,,,,,2512.0,2.4438486,3247.0,108.2325388,,,,,,,,,,,,,,,,,,,
3,5,231003_1504,1,Dual,Donna,Empty,4,0,,5,,,,False,3284.0,109.4809991,0.5341418,3300.0,110.0151409,0.734107,,,,,,,,,,,,,,,,,3247.0,1.2484603,3953.0,131.7511296,,,,,,,,,,,,,,,,,,,
3,6,231003_1504,1,Dual,Donna,Empty,2,4,High,2,4.0,4.0,,False,3992.0,133.0824722,0.5347364,4009.0,133.6172086,0.6340435,11.7285749,4379.0,145.979827,1.2500277,3.3027445,4417.0,147.2298547,1.4358828,4460.0,148.6657375,0.616834,4478.0,149.2825715,1.4242615,4521.0,150.706833,3953.0,1.3313426,4555.0,151.820068,5.840241,0.747747748,0.651376147,,,,0.0,0.0,0.298122066,0.243243243,0.0,0.0,0.0,0.0,1.0,1.0,,,
3,7,231003_1504,1,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,4585.0,152.8485107,0.5343822,4601.0,153.3828929,0.7340732,0.8746281,4650.0,154.9915942,1.2454502,3.2980486,4687.0,156.2370444,1.436697,4730.0,157.6737414,0.6159014,4749.0,158.2896428,1.4239453,4791.0,159.7135881,4521.0,2.1416777,4825.0,160.8271832,5.835589,0.571428571,,0.473684211,,,0.513513514,1.0,0.0,0.0,0.697142857,0.513513514,1.0,0.746376812,,,,,
3,8,231003_1504,1,Dual,Donna,Empty,4,0,High,5,4.0,4.0,,False,4864.0,162.1389986,0.5348313,4880.0,162.6738299,0.8506526,12.4701355,5280.0,175.994618,1.2433011,3.296068,5317.0,177.2379191,1.436293,5360.0,178.6742121,0.6164739,5379.0,179.290686,1.4240516,5421.0,180.7147376,4791.0,2.4254105,5455.0,181.8273195,5.8327015,0.514619883,0.662337662,,,,0.0,0.0,0.243353783,0.2975,0.0,0.0,0.0,0.0,,,,,
3,9,231003_1504,1,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,5495.0,183.1557772,0.568195,5512.0,183.7239722,0.7338176,2.790118,5617.0,187.2479078,1.2478482,3.3009782,5655.0,188.495756,1.428733,5698.0,189.924489,0.624397,5716.0,190.548886,1.4197641,5759.0,191.9686501,5421.0,2.4410396,5793.0,193.0864903,5.8385825,,,1.0,,1.0,0.0,0.333333333,0.0,0.0,0.471590909,0.0,0.0,0.601449275,,,,,
3,10,231003_1504,1,Dual,Donna,Empty,2,0,High,3,2.0,2.0,,False,5831.0,194.3811315,0.5347748,5847.0,194.9159063,0.6342082,0.4555484,5880.0,196.0056629,1.2469323,3.2995121,5918.0,197.2525952,1.4286574,5960.0,198.6812526,0.6239224,5979.0,199.305175,1.4203661,6022.0,200.7255411,5759.0,2.4124814,6055.0,201.8433335,5.8376706,1.0,,1.0,,1.0,0.5,0.315789474,1.0,1.0,0.577142857,0.5,0.0,0.598540146,,,,,
3,11,231003_1504,1,Dual,Donna,Empty,0,4,High,6,4.0,4.0,,False,6095.0,203.1715987,0.5345553,6111.0,203.706154,0.7341729,10.344035,6444.0,214.7843619,1.2495697,3.3022116,6481.0,216.0339316,1.4361854,6524.0,217.470117,0.6164565,6543.0,218.0865735,1.4252462,6585.0,219.5118197,6022.0,2.4460576,6619.0,220.6245997,5.8402378,,,,,,0.0,0.0,0.239336493,0.036036036,0.0,0.0,0.0,0.0,,,,,
3,12,231003_1504,1,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,6658.0,221.9362366,0.534803,6674.0,222.4710396,0.6339566,7.5422843,6919.0,230.6472805,1.2494772,3.2857268,6957.0,231.8967577,1.4266951,7000.0,233.3234528,0.6095545,7018.0,233.9330073,1.4200832,7061.0,235.3530905,6585.0,2.4244169,7094.0,236.4706289,5.8233484,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.188571429,0.0,0.0,0.240875912,,,,,
3,13,231003_1504,1,Dual,Donna,Empty,4,2,High,1,4.0,4.0,,False,7132.0,237.7434976,0.5233418,7148.0,238.2668394,0.6341387,10.9938138,7497.0,249.8947919,1.2503594,3.3030359,7534.0,251.1451513,1.4367973,7577.0,252.5819486,0.6158792,7596.0,253.1978278,1.424393,7639.0,254.6222208,7061.0,2.3904071,7673.0,255.7570817,5.8622898,0.918181818,0.891891892,,,,0.0,0.0,0.596330275,0.495702006,0.0,0.0,0.0,0.0,,,,,
3,14,231003_1504,1,Dual,Donna,Empty,2,4,High,2,4.0,4.0,,False,7712.0,257.0810715,0.5345265,7728.0,257.615598,0.6339469,0.5887622,7765.0,258.8383071,1.2473793,3.2999672,7803.0,260.0856864,1.4361893,7846.0,261.5218757,0.6163986,7864.0,262.1382743,1.4241561,7907.0,263.5624304,7639.0,2.4588507,7943.0,264.7629768,5.9246697,1.0,,0.46031746,,1.0,0.0,1.0,0.0,0.0,0.58988764,0.0,0.76744186,0.75,,,,,
3,15,231003_1504,1,Dual,Donna,Empty,2,0,,3,,,,False,7982.0,266.0715677,0.5344472,7998.0,266.6060149,0.6339681,,,,,,,,,,,,,,,,,7907.0,2.5091373,8647.0,288.2415702,,,,,,,,,,,,,,,,,,,
3,16,231003_1504,1,Dual,Donna,Empty,4,0,High,5,4.0,4.0,,False,8684.0,289.4733408,0.5345963,8700.0,290.0079371,0.533967,9.559977,9003.0,300.1018811,1.249931,3.3023731,9041.0,301.3518121,1.4365808,9084.0,302.7883929,0.6158613,9102.0,303.4042542,1.4242481,9145.0,304.8285023,8647.0,1.2317706,9178.0,305.9426109,5.8407298,1.0,0.193548387,0.5,,0.772727273,1.0,1.0,0.106741573,0.125412541,0.731428571,1.0,1.0,0.656934307,1.0,1.0,,,
3,17,231003_1504,1,Dual,Donna,Empty,0,4,High,6,4.0,4.0,,False,9218.0,307.2540075,0.5346967,9234.0,307.7887042,0.5339667,10.4774317,9564.0,318.8001026,1.2497225,3.3025213,9601.0,320.0498251,1.436272,9645.0,321.4860971,0.6165268,9663.0,322.1026239,1.4238562,9706.0,323.5264801,9145.0,2.4255052,9739.0,324.6417221,5.8416195,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,18,231003_1504,1,Dual,Donna,Empty,0,2,High,4,2.0,2.0,,False,9781.0,326.0357423,0.5345588,9797.0,326.5703011,0.7340644,13.5132591,10225.0,340.8176246,1.2495839,3.2855954,10262.0,342.0672085,1.4266414,10305.0,343.4938499,0.6093701,10323.0,344.10322,1.4202243,10366.0,345.5234443,9706.0,2.5092622,10399.0,346.6412897,5.8236651,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,19,231003_1504,1,Dual,Donna,Empty,4,0,High,5,4.0,4.0,,False,10437.0,347.9030449,0.5346271,10453.0,348.437672,0.5338596,9.3933216,10751.0,358.3648532,1.249671,3.3020575,10788.0,359.6145242,1.4371183,10832.0,361.0516425,0.6152682,10850.0,361.6669107,1.4246352,10893.0,363.0915459,10366.0,2.3796006,10926.0,364.2055167,5.8406635,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,20,231003_1504,1,Dual,Donna,Empty,2,4,,2,,,,False,10983.0,366.0940147,0.524708,10999.0,366.6187227,0.5339158,,,,,,,,,,,,,,,,,10893.0,3.0024688,11645.0,388.1539632,,,,,,,,,,,,,,,,,,,
3,21,231003_1504,1,Dual,Donna,Empty,2,0,,3,,,,False,11682.0,389.4036134,0.5335957,11698.0,389.9372091,0.5339392,,,,,,,,,,,,,,,,,11645.0,1.2496502,12347.0,411.5559918,,,,,,,,,,,,,,,,,,,
3,22,231003_1504,1,Dual,Donna,Empty,0,4,,6,,,,False,12384.0,412.7876861,0.5347866,12400.0,413.3224727,0.633936,,,,,,,,,,,,,,,,,12347.0,1.2316943,13049.0,434.9579745,,,,,,,,,,,,,,,,,,,
